frame,gt_count,tp,fp,fn,id_sw,action_taken
1,38,0,0,38,0,0
2,38,0,0,38,0,0
3,37,15,7,22,0,0
4,36,15,7,21,0,0
5,36,15,8,21,0,0
6,36,16,8,20,0,0
7,36,15,9,21,0,0
8,36,16,8,20,0,0
9,36,16,8,20,0,0
10,36,16,9,20,0,0
11,36,16,9,20,0,0
12,36,16,9,20,0,0
13,36,17,9,19,0,0
14,35,19,10,16,0,0
15,35,19,10,16,0,0
16,35,19,10,16,0,0
17,34,20,9,14,0,0
18,34,18,11,16,0,0
19,34,18,11,16,0,0
20,35,18,11,17,0,0
21,35,18,11,17,0,0
22,36,19,11,17,0,0
23,36,19,11,17,0,0
24,36,19,11,17,0,0
25,36,20,10,16,0,0
26,36,21,9,15,0,0
27,37,21,9,16,0,0
28,37,21,9,16,0,0
29,37,20,10,17,0,0
30,37,20,10,17,0,0
31,35,20,10,15,0,0
32,35,20,10,15,0,0
33,35,20,10,15,0,0
34,35,20,10,15,0,0
35,35,19,11,16,0,0
36,35,17,14,18,0,0
37,35,17,14,18,0,0
38,35,17,14,18,0,0
39,34,16,15,18,0,0
40,34,16,15,18,0,0
41,34,19,12,15,0,0
42,34,20,11,14,0,0
43,33,19,12,14,0,0
44,33,18,13,15,0,0
45,33,17,13,16,1,0
46,34,19,11,15,0,0
47,34,18,11,16,1,0
48,34,18,11,16,0,0
49,34,18,11,16,0,0
50,35,20,10,15,0,0
51,33,20,10,13,0,0
52,33,20,9,13,1,0
53,33,19,10,14,0,0
54,34,19,11,15,0,0
55,33,19,11,14,0,0
56,34,19,11,15,0,0
57,32,19,11,13,0,0
58,33,19,11,14,0,0
59,34,19,11,15,0,0
60,33,18,12,15,0,0
61,33,17,13,16,0,0
62,33,18,12,15,0,0
63,33,20,10,13,0,0
64,33,20,10,13,0,0
65,33,17,13,16,0,0
66,33,21,9,12,0,0
67,33,19,11,14,0,0
68,34,20,10,14,0,0
69,34,18,11,16,1,0
70,34,17,12,17,0,0
71,35,18,11,17,0,0
72,34,18,11,16,0,0
73,34,19,9,15,1,0
74,34,18,10,16,0,0
75,34,19,8,15,1,0
76,34,18,9,16,0,0
77,35,18,9,17,0,0
78,35,18,9,17,0,0
79,35,18,9,17,0,0
80,35,18,9,17,0,0
81,34,19,8,15,0,0
