frame,gt_count,tp,fp,fn,id_sw,action_taken
1,38,0,0,38,0,0
2,38,0,0,38,0,0
3,37,32,2,5,0,0
4,36,32,2,4,0,0
5,36,32,2,4,0,0
6,36,32,2,4,0,0
7,36,32,2,4,0,0
8,36,32,2,4,0,0
9,36,32,2,4,0,0
10,36,32,2,4,0,0
11,36,32,2,4,0,0
12,36,33,2,3,0,0
13,36,33,2,3,0,0
14,35,32,3,3,0,0
15,35,30,5,5,0,0
16,35,30,5,5,0,0
17,34,30,5,4,0,0
18,34,30,5,4,0,0
19,34,30,5,4,0,0
20,35,30,5,5,0,0
21,35,30,5,5,0,0
22,36,31,4,5,0,0
23,36,31,4,5,0,0
24,36,31,4,5,0,0
25,36,31,4,5,0,0
26,36,31,4,5,0,0
27,37,32,3,5,0,0
28,37,32,3,5,0,0
29,37,32,3,5,0,0
30,37,32,3,5,0,0
31,35,30,5,5,0,0
32,35,30,5,5,0,0
33,35,30,5,5,0,0
34,35,30,5,5,0,0
35,35,30,5,5,0,0
36,35,30,5,5,0,0
37,35,30,5,5,0,0
38,35,30,5,5,0,0
39,34,29,6,5,0,0
40,34,29,6,5,0,0
41,34,29,6,5,0,0
42,34,29,6,5,0,0
43,33,28,7,5,0,0
44,33,28,6,5,1,0
45,33,28,5,5,1,0
46,34,29,4,5,0,0
47,34,29,4,5,0,0
48,34,29,4,5,0,0
49,34,29,4,5,0,0
50,35,30,3,5,0,0
51,33,29,4,4,0,0
52,33,30,3,3,0,0
53,33,30,3,3,0,0
54,34,30,3,4,0,0
55,33,30,3,3,0,0
56,34,30,3,4,0,0
57,32,29,4,3,0,0
58,33,31,3,2,0,0
59,34,30,4,4,0,0
60,33,30,3,3,1,0
61,33,30,3,3,0,0
62,33,30,3,3,0,0
63,33,30,2,3,1,0
64,33,30,2,3,0,0
65,33,30,2,3,0,0
66,33,30,2,3,0,0
67,33,30,1,3,1,0
68,34,31,0,3,0,0
69,34,31,0,3,0,0
70,34,31,0,3,0,0
71,35,30,1,5,0,0
72,34,29,2,5,0,0
73,34,29,2,5,0,0
74,34,29,2,5,0,0
75,34,29,2,5,0,0
76,34,29,2,5,0,0
77,35,30,1,5,0,0
78,35,30,1,5,0,0
79,35,30,1,5,0,0
80,35,30,2,5,0,0
81,34,30,2,4,0,0
