frame,conf_vel,kf_residual,feat_dist,reward,id_switches
50,0.0,3.3111555576324463,0.0,1.0,0
51,-0.019956354051828384,4.357329368591309,0.0,1.0,0
52,-0.03745942562818527,43.36325454711914,0.0,1.0,0
53,-0.00019665736181195825,7.043396472930908,0.0,1.0,0
54,-0.0005905168363824487,7.05600118637085,0.0,1.0,0
55,-0.00019665736181195825,5.587745189666748,0.0,1.0,0
56,-0.15710505843162537,41.225250244140625,0.0,1.0,0
57,-0.0005937767564319074,4.258012294769287,0.0,1.0,0
58,-0.00019665736181195825,4.597160339355469,0.0,1.0,0
59,-0.0017829545540735126,3.831127643585205,0.0,1.0,0
60,-0.003387689823284745,5.379331111907959,0.0,1.0,0
61,-0.022954916581511497,3.283205986022949,0.0,-4.0,1
62,-0.06736008077859879,3.68414568901062,0.0,1.0,0
63,-0.11196985095739365,4.80282735824585,0.0,-4.0,1
64,-0.5212371945381165,6.0766472816467285,0.0,1.0,0
65,-0.0005913333152420819,4.629367351531982,0.0,1.0,0
66,-0.01675398088991642,5.325327396392822,0.0,1.0,0
67,-0.5515660047531128,11.395363807678223,0.0,-4.0,1
68,-0.04326066002249718,7.258701801300049,0.0,0.967741935483871,0
69,-0.20234021544456482,49.68838882446289,0.0,0.9666666666666667,0
70,0.0,5.590379238128662,0.0,1.0,0
71,0.0,4.560868740081787,0.0,1.0,0
72,0.0,3.493445873260498,0.0,1.0,0
73,0.0,4.709774971008301,0.0,1.0,0
74,-0.00019692971545737237,3.7493960857391357,0.0,1.0,0
75,-0.0001967481803148985,3.7008302211761475,0.0,1.0,0
76,-0.00019692971545737237,4.141290664672852,0.0,1.0,0
77,0.0,3.101121187210083,0.0,1.0,0
78,-0.00019683896971400827,3.612760305404663,0.0,-4.0,1
79,0.0,4.0327630043029785,0.0,1.0,0
80,0.0,2.94148850440979,0.0,1.0,0
81,0.0,4.198857307434082,0.0,1.0,0
82,0.0,4.059030532836914,0.0,1.0,0
83,-0.00019665736181195825,3.983987331390381,0.0,1.0,0
84,-0.00019665736181195825,3.3540291786193848,0.0,1.0,0
85,-0.00019665736181195825,3.8901240825653076,0.0,1.0,0
86,-0.00019665736181195825,5.260626316070557,0.0,1.0,0
87,-0.21012382209300995,12.597207069396973,0.0,1.0,0
88,-0.001379142515361309,4.498859882354736,0.0,1.0,0
89,-0.028077218681573868,3.8162100315093994,0.0,-4.0,1
90,-0.0003934055275749415,3.31120228767395,0.0,1.0,0
91,-0.00039612207910977304,3.788785219192505,0.0,1.0,0
92,-0.004381099250167608,3.8217720985412598,0.0,1.0,0
93,-0.006043857429176569,4.543550491333008,0.0,1.0,0
94,-0.20153333246707916,4.387343883514404,0.0,1.0,0
95,0.0,3.4918179512023926,0.0,1.0,0
96,-0.00019665736181195825,4.310239315032959,0.0,1.0,0
97,-0.0001967481803148985,4.166316509246826,0.0,0.967741935483871,0
98,-0.00019665736181195825,3.5789942741394043,0.0,1.0,0
99,-0.00019665736181195825,2.6009256839752197,0.0,1.0,0
100,-0.0001967481803148985,2.4360151290893555,0.0,1.0,0
101,-0.00019683896971400827,3.1156692504882812,0.0,1.0,0
102,-0.0005910612526349723,3.839080333709717,0.0,1.0,0
103,-0.0005918770330026746,3.95668363571167,0.0,1.0,0
104,-0.00476426538079977,3.086888313293457,0.0,-4.0,1
105,-0.00643255515024066,3.8056752681732178,0.0,1.0,0
106,-0.0009846483590081334,4.208744525909424,0.0,1.0,0
107,-0.004757774993777275,3.5101985931396484,0.0,1.0,0
108,-0.055846039205789566,4.769125461578369,0.0,1.0,0
109,-0.5187411904335022,3.785247325897217,0.0,1.0,0
110,-0.060113005340099335,3.6260664463043213,0.0,1.0,0
111,0.0,3.0716540813446045,0.0,1.0,0
112,-0.007139868568629026,5.338852882385254,0.0,1.0,0
113,-0.7237220406532288,3.273803472518921,0.0,1.0,0
114,0.0,4.127208709716797,0.0,1.0,0
115,-0.6959318518638611,3.9981272220611572,0.0,1.0,0
116,-0.012680226936936378,4.41492223739624,0.0,1.0,0
117,-0.00019665736181195825,4.370123386383057,0.0,1.0,0
118,0.0,5.141115665435791,0.0,1.0,0
119,-0.10252250730991364,4.41194486618042,0.0,1.0,0
120,-0.0019896652083843946,4.280995845794678,0.0,0.967741935483871,0
121,-0.020447008311748505,3.9545485973358154,0.0,1.0,0
122,0.0,4.192334175109863,0.0,1.0,0
123,0.0,4.343652248382568,0.0,1.0,0
124,-0.0003934055275749415,25.96384048461914,0.0,1.0,0
125,-0.015623067505657673,4.894144535064697,0.0,0.9666666666666667,0
126,0.0,4.508215427398682,0.0,1.0,0
127,-0.012762016616761684,4.021514415740967,0.0,1.0,0
128,0.0,4.617058753967285,0.0,1.0,0
129,-0.0006103496416471899,4.181651592254639,0.0,1.0,0
130,-0.00019665736181195825,3.816218852996826,0.0,1.0,0
131,-0.001823126571252942,4.623336315155029,0.0,-4.0,1
132,-0.0001967481803148985,4.206909656524658,0.0,1.0,0
133,-0.0518798790872097,4.58413028717041,0.0,1.0,0
134,0.0,4.602282524108887,0.0,1.0,0
135,-0.00435136491432786,12.533055305480957,0.0,1.0,0
136,-0.06056937202811241,6.817937850952148,0.0,1.0,0
137,-0.14201228320598602,4.06281042098999,0.0,1.0,0
138,-0.00020035063789691776,4.930446624755859,0.0,1.0,0
139,-0.00019665736181195825,5.464176177978516,0.0,1.0,0
140,-0.021288489922881126,3.552847385406494,0.0,0.9666666666666667,0
141,0.0,3.6112635135650635,0.0,0.9655172413793104,0
142,-0.0011899899691343307,3.9447920322418213,0.0,1.0,0
143,-0.0003973841085098684,3.966526746749878,0.0,1.0,0
144,0.0,3.5944457054138184,0.0,1.0,0
145,-0.0013936766190454364,4.502189636230469,0.0,1.0,0
146,0.0,3.6500282287597656,0.0,1.0,0
147,0.0,3.8742032051086426,0.0,1.0,0
148,-0.002578894840553403,4.8667778968811035,0.0,-4.0,1
149,-0.03478989377617836,3.8920176029205322,0.0,1.0,0
150,0.0,3.964787721633911,0.0,1.0,0
151,-0.06687364727258682,4.649035453796387,0.0,1.0,0
152,-0.0015844876179471612,3.4260776042938232,0.0,1.0,0
153,0.0,3.5278921127319336,0.0,1.0,0
154,-0.0001972923637367785,4.161647319793701,0.0,1.0,0
155,0.0,4.501163005828857,0.0,1.0,0
156,-0.00019711110508069396,4.274476051330566,0.0,1.0,0
157,-0.0025706796441227198,2.9147324562072754,0.0,1.0,0
158,0.0,3.7170252799987793,0.0,1.0,0
159,0.0,3.9415597915649414,0.0,1.0,0
160,-0.0007897127070464194,3.545741558074951,0.0,-4.0,1
161,-0.14990432560443878,2.872093915939331,0.0,1.0,0
162,-0.017036352306604385,215.14920043945312,0.0,1.0,0
163,-0.003950362093746662,5.065048694610596,0.0,1.0,0
164,-0.01842445135116577,6.2632646560668945,0.0,1.0,0
165,-0.12303651124238968,3.1646382808685303,0.0,1.0,0
166,-0.05244618281722069,3.4408068656921387,0.0,1.0,0
167,-0.04285028949379921,3.3842649459838867,0.0,1.0,0
168,-0.0021712102461606264,4.121206760406494,0.0,1.0,0
169,-0.0073830983601510525,5.827023506164551,0.0,1.0,0
170,0.0,4.779372215270996,0.0,1.0,0
171,0.0,4.110229969024658,0.0,1.0,0
172,-0.0023853820748627186,3.336845874786377,0.0,1.0,0
173,-0.0033585799392312765,3.2064127922058105,0.0,1.0,0
174,-0.11714298278093338,3.5802001953125,0.0,-4.0,1
175,-0.01725592277944088,3.779122829437256,0.0,1.0,0
176,-0.09992072731256485,4.926709175109863,0.0,1.0,0
177,0.0,4.961738109588623,0.0,1.0,0
178,-0.7310585975646973,3.715575695037842,0.0,1.0,0
179,0.0,3.7205498218536377,0.0,1.0,0
180,0.0,2.9108362197875977,0.0,1.0,0
181,-0.0025742033030837774,3.3243086338043213,0.0,1.0,0
182,0.0,4.2423200607299805,0.0,1.0,0
183,-0.0021831339690834284,3.820436954498291,0.0,1.0,0
184,0.0,3.3129875659942627,0.0,1.0,0
185,-0.00019900687038898468,3.701195001602173,0.0,1.0,0
186,-0.20632877945899963,52.958038330078125,0.0,1.0,0
187,-0.08996117860078812,4.061858654022217,0.0,1.0,0
188,-0.0005929632461629808,3.9312663078308105,0.0,1.0,0
189,-0.0007875373121351004,5.405781269073486,0.0,1.0,0
190,-0.001580872805789113,5.397191047668457,0.0,1.0,0
191,-0.0013880057958886027,5.35538387298584,0.0,1.0,0
192,0.0,4.359414577484131,0.0,1.0,0
193,-0.001988718518987298,3.070755958557129,0.0,1.0,0
194,0.0,4.687839508056641,0.0,1.0,0
195,-0.0003966634103562683,5.877153396606445,0.0,1.0,0
196,-0.0033861633855849504,3.9619202613830566,0.0,1.0,0
197,-0.07481122761964798,4.7845306396484375,0.0,0.967741935483871,0
198,-0.6556571125984192,4.378262996673584,0.0,1.0,0
199,-0.00039846290019340813,3.642892599105835,0.0,1.0,0
200,0.0,3.821453094482422,0.0,1.0,0
201,-0.00019665736181195825,3.7530016899108887,0.0,1.0,0
202,-0.0029864455573260784,3.757868528366089,0.0,1.0,0
203,-0.002959380391985178,109.67639923095703,0.0,1.0,0
204,-0.0005956709501333535,3.72562575340271,0.0,1.0,0
205,-0.06575934588909149,9.42801284790039,0.0,0.9666666666666667,0
206,-0.03726543113589287,4.599061965942383,0.0,1.0,0
207,-0.5369325876235962,206.35482788085938,0.0,1.0,0
208,-0.0005913333152420819,7.587063312530518,0.0,1.0,0
209,-0.00019665736181195825,5.521264553070068,0.0,1.0,0
210,0.0,6.091620922088623,0.0,1.0,0
211,-0.0067266542464494705,3.8041183948516846,0.0,1.0,0
212,-0.5259765982627869,6.433408260345459,0.0,1.0,0
213,-0.14406366646289825,7.516229629516602,0.0,1.0,0
214,-0.0009914329275488853,4.893222808837891,0.0,1.0,0
215,0.0,5.863519668579102,0.0,1.0,0
216,-0.00019665736181195825,9.008166313171387,0.0,1.0,0
217,-0.007940377108752728,6.108606815338135,0.0,1.0,0
218,-0.07840999215841293,4.488707065582275,0.0,1.0,0
219,0.0,5.93865966796875,0.0,-4.0,1
220,-0.00019692971545737237,7.500222682952881,0.0,1.0,0
221,-0.5332010984420776,5.85860013961792,0.0,1.0,0
222,-0.0042054723016917706,5.802123069763184,0.0,1.0,0
223,0.0,4.453543186187744,0.0,-4.0,1
224,-0.00019692971545737237,4.205286502838135,0.0,1.0,0
225,0.0,6.296892166137695,0.0,1.0,0
226,-0.00019665736181195825,4.663708209991455,0.0,1.0,0
227,-0.00197156285867095,5.235875606536865,0.0,1.0,0
228,-0.0009869144996628165,6.099707126617432,0.0,1.0,0
229,-0.15372444689273834,6.159040927886963,0.0,1.0,0
230,-0.0005918770330026746,6.40924596786499,0.0,1.0,0
231,0.0,3.663327217102051,0.0,1.0,0
232,-0.00039431286859326065,3.300171136856079,0.0,1.0,0
233,-0.0001972923637367785,3.974343776702881,0.0,1.0,0
234,0.0,3.645927667617798,0.0,1.0,0
235,-0.00019720174896065146,5.088369369506836,0.0,1.0,0
236,-0.0001972923637367785,5.771414756774902,0.0,1.0,0
237,0.0,4.399905681610107,0.0,1.0,0
238,-0.001379142515361309,6.074437618255615,0.0,1.0,0
239,-0.0023745624348521233,4.511867523193359,0.0,1.0,0
240,-0.16493171453475952,5.944050312042236,0.0,-4.0,1
241,-0.00039576084236614406,5.730527877807617,0.0,1.0,0
242,-0.20862659811973572,5.264000415802002,0.0,1.0,0
243,-0.1923859715461731,144.8214874267578,0.0,1.0,0
244,-0.03235498443245888,5.808313369750977,0.0,0.96875,0
245,0.0,5.3194580078125,0.0,1.0,0
246,0.0,6.334991455078125,0.0,1.0,0
247,0.0,3.3925116062164307,0.0,1.0,0
248,0.0,3.424769401550293,0.0,0.967741935483871,0
249,-0.16180609166622162,138.00584411621094,0.0,1.0,0
250,0.0,3.673953056335449,0.0,1.0,0
251,0.0,3.191363573074341,0.0,0.9666666666666667,0
252,-0.0003939501475542784,3.221773147583008,0.0,1.0,0
253,-0.0009864616440609097,4.521529674530029,0.0,1.0,0
254,-0.00019665736181195825,4.383555889129639,0.0,1.0,0
255,0.0,3.8318231105804443,0.0,-4.0,1
256,0.0,4.770395755767822,0.0,1.0,0
257,0.0,5.969351291656494,0.0,1.0,0
258,0.0,5.61545467376709,0.0,1.0,0
259,-0.000197020432096906,3.7738025188446045,0.0,1.0,0
260,-0.00019711110508069396,3.022250175476074,0.0,1.0,0
261,-0.00019720174896065146,4.213537693023682,0.0,-4.0,1
262,0.0,6.7299957275390625,0.0,1.0,0
263,-0.003563464619219303,4.580527305603027,0.0,1.0,0
264,0.0,3.3577613830566406,0.0,1.0,0
265,-0.005580957978963852,3.667903423309326,0.0,1.0,0
266,-0.0050421045161783695,5.204917907714844,0.0,1.0,0
267,0.0,4.709104537963867,0.0,1.0,0
268,-0.00898054800927639,5.516741752624512,0.0,1.0,0
269,-0.04664614051580429,4.861915588378906,0.0,1.0,0
270,0.0,4.537137031555176,0.0,1.0,0
271,-0.00019665736181195825,5.083781719207764,0.0,1.0,0
272,-0.007645390462130308,6.086831092834473,0.0,1.0,0
273,0.0,3.718613624572754,0.0,1.0,0
274,0.0,4.929003715515137,0.0,1.0,0
275,-0.002221459522843361,6.101824760437012,0.0,0.967741935483871,0
276,-0.0040663485415279865,2.9345130920410156,0.0,1.0,0
277,-0.008652674965560436,4.118289470672607,0.0,1.0,0
278,-0.0237987469881773,4.3787922859191895,0.0,1.0,0
279,0.0,4.823411464691162,0.0,1.0,0
280,-0.019829891622066498,5.927674770355225,0.0,1.0,0
281,-0.02754654921591282,5.048326015472412,0.0,1.0,0
282,0.0,3.891807794570923,0.0,1.0,0
283,0.0,4.239538669586182,0.0,1.0,0
284,0.0,4.673182487487793,0.0,1.0,0
285,-0.01510314829647541,5.144104480743408,0.0,1.0,0
286,-0.0027022536378353834,4.094325065612793,0.0,1.0,0
287,-0.004185321740806103,3.795818328857422,0.0,1.0,0
288,-0.0011818502098321915,3.3888790607452393,0.0,1.0,0
289,-0.030583396553993225,6.368018627166748,0.0,1.0,0
290,-0.18584977090358734,9.520115852355957,0.0,1.0,0
291,-0.000395941489841789,3.863168716430664,0.0,1.0,0
292,-0.0001967481803148985,4.442873954772949,0.0,1.0,0
293,0.0,4.442873954772949,0.0,1.0,0
294,-0.001972469035536051,4.442873954772949,0.0,1.0,0
295,-0.0005929632461629808,4.442873954772949,0.0,1.0,0
296,-0.01669466868042946,4.442873954772949,0.0,1.0,0
297,-0.012023583985865116,4.442873954772949,0.0,1.0,0
298,-0.09493228793144226,4.442873954772949,0.0,1.0,0
299,-0.008019272238016129,4.442873954772949,0.0,1.0,0
300,-0.11150579899549484,4.442873954772949,0.0,1.0,0
301,-0.011221171356737614,4.890131950378418,0.0,1.0,0
302,-0.0001972923637367785,4.442873954772949,0.0,1.0,0
303,0.0,4.442873954772949,0.0,1.0,0
304,0.0,4.442873954772949,0.0,1.0,0
305,-0.0003944941272493452,5.38667631149292,0.0,1.0,0
306,0.0,5.177364349365234,0.0,1.0,0
307,-0.0009864616440609097,4.4529266357421875,0.0,1.0,0
308,0.0,6.260537147521973,0.0,-4.0,1
309,-0.00039376868517138064,6.499484539031982,0.0,1.0,0
310,-0.0035602119751274586,5.36993408203125,0.0,1.0,0
311,-0.07877039164304733,4.442873954772949,0.0,1.0,0
312,-0.00019683896971400827,4.442873954772949,0.0,1.0,0
313,-0.0007875373121351004,4.442873954772949,0.0,1.0,0
314,-0.009965857490897179,4.97794246673584,0.0,1.0,0
315,-0.1792001724243164,4.442873954772949,0.0,1.0,0
316,-0.00019665736181195825,4.442873954772949,0.0,1.0,0
317,-0.00039358713547699153,4.442873954772949,0.0,1.0,0
318,-0.00019692971545737237,4.442873954772949,0.0,-4.0,1
319,-0.0003941315517295152,4.442873954772949,0.0,1.0,0
320,-0.00019665736181195825,4.442873954772949,0.0,1.0,0
321,-0.0021741967648267746,4.442873954772949,0.0,1.0,0
322,-0.0025671517942100763,2.856323003768921,0.0,0.96875,0
323,-0.002376729855313897,4.13753080368042,0.0,1.0,0
324,-0.0118676433339715,4.9437103271484375,0.0,-4.0,1
325,-0.0813445970416069,5.0561604499816895,0.0,1.0,0
326,-0.13369466364383698,6.661196708679199,0.0,1.0,0
327,-0.21306635439395905,305.29443359375,0.0,1.0,0
328,-0.06648167222738266,4.845376968383789,0.0,1.0,0
329,-0.07166440039873123,4.77410364151001,0.0,1.0,0
330,-0.0236385278403759,2.9542741775512695,0.0,1.0,0
331,0.0,4.351048469543457,0.0,1.0,0
332,-0.07656070590019226,3.749239206314087,0.0,-4.0,1
333,-0.00119969027582556,29.414581298828125,0.0,1.0,0
334,-0.04829896241426468,5.652962684631348,0.0,1.0,0
335,-0.21806150674819946,26.101293563842773,0.0,1.0,0
336,-0.00039358713547699153,4.600204944610596,0.0,1.0,0
337,-0.059773534536361694,4.621074676513672,0.0,1.0,0
338,-0.01721380464732647,4.602653980255127,0.0,1.0,0
339,-0.5137465596199036,5.889008045196533,0.0,-4.0,1
340,-0.019301990047097206,7.455504894256592,0.0,1.0,0
341,-0.540411651134491,12.158559799194336,0.0,1.0,0
342,-0.00842208694666624,3.9670374393463135,0.0,1.0,0
343,-0.016700489446520805,4.565523624420166,0.0,1.0,0
344,-0.11080047488212585,4.774270057678223,0.0,1.0,0
345,-0.1352754533290863,5.840819358825684,0.0,-4.0,1
346,-0.01675005443394184,4.6820902824401855,0.0,1.0,0
347,-0.020120643079280853,4.529269218444824,0.0,1.0,0
348,-0.000197020432096906,6.750828266143799,0.0,1.0,0
349,-0.008037924766540527,5.593230247497559,0.0,1.0,0
350,-0.01010479312390089,5.272457122802734,0.0,1.0,0
351,-0.00039376868517138064,4.724339008331299,0.0,1.0,0
352,-0.002502051182091236,5.782581806182861,0.0,1.0,0
353,-0.019363587722182274,3.5031321048736572,0.0,1.0,0
354,-0.051074493676424026,4.159874439239502,0.0,1.0,0
355,-0.12098664790391922,3.75445294380188,0.0,1.0,0
356,0.0,4.0666680335998535,0.0,1.0,0
357,-0.21431484818458557,109.15859985351562,0.0,0.9714285714285714,0
358,-0.01941671408712864,3.903597593307495,0.0,1.0,0
359,-0.15027278661727905,17.921653747558594,0.0,1.0,0
360,-0.00019665736181195825,3.5031321048736572,0.0,1.0,0
361,0.0,21.872982025146484,0.0,1.0,0
362,-0.047089602798223495,5.208165645599365,0.0,1.0,0
363,-0.06393184512853622,4.362918853759766,0.0,1.0,0
364,-0.5688105821609497,5.3468427658081055,0.0,1.0,0
365,-0.0005913333152420819,5.007294178009033,0.0,0.9705882352941176,0
366,-0.0031675256323069334,4.767642021179199,0.0,1.0,0
367,0.0,4.982784271240234,0.0,1.0,0
368,-0.0023843019735068083,3.741001605987549,0.0,1.0,0
369,-0.10757090151309967,3.5275933742523193,0.0,1.0,0
370,-0.00019692971545737237,3.318636178970337,0.0,1.0,0
371,-0.09227131307125092,4.503438949584961,0.0,1.0,0
372,-0.05036996677517891,3.7392234802246094,0.0,1.0,0
373,0.0,4.064187049865723,0.0,1.0,0
374,0.0,3.835408926010132,0.0,1.0,0
375,-0.00019683896971400827,4.583677768707275,0.0,1.0,0
376,0.0,3.836026430130005,0.0,1.0,0
377,-0.00019665736181195825,4.202672004699707,0.0,1.0,0
378,-0.0005905168363824487,5.354208946228027,0.0,1.0,0
379,-0.0009860085556283593,7.474247455596924,0.0,1.0,0
380,-0.07747648656368256,6.310498237609863,0.0,1.0,0
381,-0.00019683896971400827,5.906847953796387,0.0,1.0,0
382,-0.0003939501475542784,5.749047756195068,0.0,1.0,0
383,-0.0001967481803148985,4.572868824005127,0.0,1.0,0
384,-0.02863168530166149,3.772826671600342,0.0,1.0,0
385,-0.129058375954628,4.8329267501831055,0.0,1.0,0
386,-0.5729750990867615,4.647210121154785,0.0,1.0,0
387,-0.0011845689732581377,4.647210121154785,0.0,0.9696969696969697,0
388,-0.009189233183860779,4.6816325187683105,0.0,1.0,0
389,-0.09375977516174316,4.647210121154785,0.0,1.0,0
390,-0.20159275829792023,5.406552791595459,0.0,1.0,0
391,-0.6867567300796509,16.94861602783203,0.0,-4.0,1
392,-0.1169491708278656,12.069104194641113,0.0,-9.0,2
393,-0.018847333267331123,5.208944797515869,0.0,1.0,0
394,-0.03594420105218887,5.526924133300781,0.0,0.9714285714285714,0
395,-0.010481554083526134,4.647210121154785,0.0,1.0,0
396,-0.001979706110432744,4.647210121154785,0.0,1.0,0
397,-0.07939556241035461,4.647210121154785,0.0,1.0,0
398,0.0,4.647210121154785,0.0,1.0,0
399,-0.09812271595001221,4.647210121154785,0.0,1.0,0
400,-0.00019756396068260074,4.647210121154785,0.0,1.0,0
401,-0.0019806090276688337,4.647210121154785,0.0,1.0,0
402,-0.00019665736181195825,5.136566162109375,0.0,-4.0,1
403,-0.005123044829815626,33.657142639160156,0.0,1.0,0
404,-0.00019665736181195825,7.9305243492126465,0.0,1.0,0
405,-0.0021801586262881756,6.485374450683594,0.0,1.0,0
406,0.0,5.888980388641357,0.0,1.0,0
407,-0.029653018340468407,130.81124877929688,0.0,1.0,0
408,-0.015297384932637215,4.252308368682861,0.0,1.0,0
409,-0.013435629196465015,5.423807621002197,0.0,1.0,0
410,-0.03277967870235443,4.913505554199219,0.0,1.0,0
411,0.0,5.940317153930664,0.0,1.0,0
412,-0.0009891759837046266,4.835732460021973,0.0,1.0,0
413,-0.03701188787817955,4.376381874084473,0.0,1.0,0
414,-0.01147005520761013,3.7258460521698,0.0,1.0,0
415,0.0,5.5548787117004395,0.0,1.0,0
416,-0.03624918684363365,6.081480979919434,0.0,1.0,0
417,-0.03130031004548073,5.091156005859375,0.0,1.0,0
418,-0.07090816646814346,4.306402683258057,0.0,1.0,0
419,-0.1789979487657547,12.357538223266602,0.0,1.0,0
420,-0.0437321774661541,5.77889347076416,0.0,1.0,0
421,-0.01950203813612461,3.6338164806365967,0.0,0.9714285714285714,0
422,-0.0013785074697807431,6.109771728515625,0.0,1.0,0
423,-0.1951206624507904,131.82711791992188,0.0,1.0,0
424,0.0,5.909857749938965,0.0,1.0,0
425,-0.2183113396167755,5.396336555480957,0.0,1.0,0
426,-0.0015765255084261298,5.8732123374938965,0.0,1.0,0
427,-0.011196820996701717,4.837035179138184,0.0,1.0,0
428,-0.06991969048976898,5.359836578369141,0.0,1.0,0
429,-0.001023807912133634,5.483456611633301,0.0,1.0,0
430,-0.09715502709150314,4.577226161956787,0.0,1.0,0
431,-0.09410884231328964,5.125224590301514,0.0,1.0,0
432,-0.0023788956459611654,4.850877285003662,0.0,1.0,0
433,-0.0015995866851881146,6.033070087432861,0.0,1.0,0
434,-0.055878426879644394,6.12135648727417,0.0,1.0,0
435,-0.0013861107872799039,4.676490783691406,0.0,1.0,0
436,-0.10367296636104584,3.787897825241089,0.0,1.0,0
437,-0.0007907985127530992,6.876588821411133,0.0,1.0,0
438,-0.0007922441000118852,5.680689334869385,0.0,1.0,0
439,0.0,6.346850872039795,0.0,-4.0,1
440,-0.007165790069848299,5.084864139556885,0.0,1.0,0
441,0.0,5.026027679443359,0.0,1.0,0
442,-0.0009932350367307663,4.8322272300720215,0.0,1.0,0
443,-0.000597020611166954,4.7698259353637695,0.0,1.0,0
444,-0.21606308221817017,9.16295337677002,0.0,1.0,0
445,-0.00039376868517138064,6.063784122467041,0.0,1.0,0
446,-0.0013886369997635484,5.290642738342285,0.0,1.0,0
447,-0.000985555350780487,5.917393684387207,0.0,1.0,0
448,-0.00039376868517138064,5.424688339233398,0.0,-4.0,1
449,-0.005371546372771263,5.117015838623047,0.0,1.0,0
450,-0.001972469035536051,3.6214215755462646,0.0,1.0,0
451,-0.0023658745922148228,5.585541725158691,0.0,1.0,0
452,-0.7292854189872742,7.192617416381836,0.0,1.0,0
453,-0.0011823943350464106,7.63779878616333,0.0,1.0,0
454,-0.17553846538066864,9.523918151855469,0.0,1.0,0
455,-0.09602700918912888,26.246843338012695,0.0,1.0,0
456,-0.5177425742149353,6.837893009185791,0.0,0.9722222222222222,0
457,-0.012459538877010345,8.335151672363281,0.0,1.0,0
458,-0.006490776780992746,7.101036071777344,0.0,1.0,0
459,-0.16632375121116638,7.183952331542969,0.0,1.0,0
460,-0.00039376868517138064,5.678043365478516,0.0,1.0,0
461,-0.0001967481803148985,5.265957832336426,0.0,1.0,0
462,-0.0003939501475542784,6.650811672210693,0.0,1.0,0
463,-0.0007889881380833685,6.118011951446533,0.0,1.0,0
464,-0.06242752820253372,4.824835300445557,0.0,1.0,0
465,-0.19015023112297058,52.619224548339844,0.0,1.0,0
466,-0.0005913333152420819,5.595619201660156,0.0,1.0,0
467,-0.0023723931517452,6.940017223358154,0.0,1.0,0
468,-0.0031833844259381294,5.4348931312561035,0.0,1.0,0
469,-0.10704600065946579,6.0137505531311035,0.0,-4.0,1
470,-0.20250898599624634,7.5836052894592285,0.0,1.0,0
471,-0.0009891759837046266,5.458494663238525,0.0,1.0,0
